text,label,label_num
европейские банки понесут убытки в сотни миллиардов евро европейский банк понести убыток сотня миллиард евро,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
аргентина и чили отказались от поставок лития в россию  в минпромторге рф предупредили о риске дефицита сырья для аккумуляторов аргентина чили отказываться поставка лития россия минпромторг предупреждать риск дефицит сырье аккумулятор,FAKE,1
бабарико окончательно сняли с выборов президента белоруссии бабарико окончательно снимать выборы президент белоруссия,FAKE,1
на украине подожгли дом борца с коррупцией украина поджигать дом борец коррупция,FAKE,1
коронавирус назвали непобедимым коронавирус называть непобедимый,FAKE,1
"леонид слуцкий возглавит «ска хабаровск»  леонид слуцкий возглавлять ска хабаровск » 
",REAL,0
Счёт заблокирован! SMS-код по ссылке,2,2
путин приказал отменить штурм «азовстали» в мариуполе путин приказывать отменять штурм азовсталь мариуполь,FAKE,1
"в москве 24 января пройдет стихийный народный митинг «за суровый суд над изменниками – инициаторами санкций»  москва январь пройти стихийный народный митинг суровый суд изменник  –  инициатор санкция » 
",REAL,0
«талибан»  назначил «кандагарского мясника» послом афганистана в россии  талибан »   назначать кандагарский мясник посол афганистан россия,REAL,0
минобрнауки потребовало от вузов перенести свои видео с youtube на российские платформы минобрнаука потребовать вуз перенести свой видео youtube российский платформа,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
"губернатор курильского федерального округа  «поправки к конституции вступят в силу только после одобрения императора»  губернатор курильский федеральный округ   « поправка конституция вступать сила одобрение император » 
",REAL,0
сергей скрипаль объявил об участии в выборах короля великобритании  сергей скрипаль объявлять участие выборы король великобритания,REAL,0
юлия пересильд с борта мкс рассказала о своих идеях по поправкам в конституцию  юлия пересильда борт мкс рассказывать свой идея поправка конституция,REAL,0
портрет мэрилин монро работы энди уорхола продан на аукционе за рекордные 195 миллионов долларов портрет мэрилин монро работа энди уорхол продавать аукцион рекордный миллион доллар,FAKE,1
«коммунистическая атлантида»  зачем китай насыпал остров размером с японию посреди атлантического океана  коммунистический атлантида »   китай насыпать остров размер япония посреди атлантический океан,REAL,0
cnn  сша в марте успешно испытали гиперзвуковую ракету cnn сша март успешно испытывать гиперзвуковой ракета,FAKE,1
"нарышкин об оговорке на заседании совбеза  «случайно взял шпаргалку для следующего заседания»  нарышкин оговорка заседание совбез   « случайно взять шпаргалка следующий заседание » 
",REAL,0
император нарухито сменил имя на наруто  император нарухито сменить имя наруто,REAL,0
партия виктора орбана в четвертый раз победила на выборах в венгрии партия виктор орбан четвертый побеждать выборы венгрия,FAKE,1
"Ваш баланс 1000$, вывести после проверки 2000₽",2,2
Служба безопасности: подозрительная активность,2,2
в херсоне российских военных будут заселять в квартиры эвакуировавшихся украинцев херсон российский военный заселять квартира эвакуироваться украинец,FAKE,1
«коммерсант»  владелец франшизы kfc решил продать бизнес в россии коммерсант »   владелец франшиза kfc решать продавать бизнес россия,FAKE,1
в россии собрались бороться с госкомпаниями россия собираться бороться госкомпания,FAKE,1
в госдуме рассмотрят возможность продления срока полномочий действующего созыва парламента  госдума рассматривать возможность продление срок полномочие действующий созыв парламент,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
нормальные люди по ночам спят  белорусская милиция объяснила избиения после голосования  нормальный человек ночь спать белорусский милиция объяснять избиение голосование,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Счёт заблокирован! SMS-код по ссылке,2,2
россия объявила о готовности объявить «режим тишины» в мариуполе для эвакуации мирных жителей россия объявлять готовность объявлять режим тишина мариуполь эвакуация мирный житель,FAKE,1
ущерб зданиям и инфраструктуре украины достиг  60 млрд  только в харькове уничтожено 1929 жилых зданий ущерб здание инфраструктура украина достигать млрд харьков уничтожать жилой здание,FAKE,1
Поздравляем! Выиграли Tesla Model 3! Подтвердите картой,2,2
фсб задержала более 20 террористов в москве и сибири фсб задерживать террорист москва сибирь,FAKE,1
«россия здесь навсегда»  андрей турчак — о будущем херсонской области россия навсегда »   андрей турчак  —  будущее херсонский область,FAKE,1
зеленский  «мы бьемся за свободу для своих детей  а значит  победим  скоро в украине будет два дня победы» зеленский   « биться свобода свой ребенок значит побеждать скоро украина день победа,FAKE,1
косметический концерн coty  владеющий max factor  gucci и lacoste  уходит из россии косметический концерн coty владеть max factor gucci lacoste уходить россия,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
власти австралии извинились за перевёрнутую картинку во время трансляции речи елизаветы ii  власть австралия извиняться перевертывать картинка время трансляция речь елизавета,REAL,0
«я знаю что он всегда мечтал жить у моря»  зеленский предложил пашиняну стать губернатором одесской области  знать мечтать жить море »   зеленский предлагать пашинян становиться губернатор одесский область,REAL,0
путин подписал закон  который запрещает средства защиты информации «из недружественных стран» и разрешает фсб доступ к сайтам госучреждений путин подписывать закон который запрещать средство защита информация недружественный страна разрешать фсб доступ сайт госучреждение,FAKE,1
лидер «пошлой молли» прокомментировал обвинения в домогательствах к 17 летней лидер пошлый молль прокомментировать обвинение домогательство летний,FAKE,1
литва первой в ес объявила о полном отказе от российского газа литва первый объявлять полный отказ российский газ,FAKE,1
российским губернаторам по ошибке отправили портреты елизаветы ii и флаги великобритании  российский губернатор ошибка отправлять портрет елизавета флаг великобритания,REAL,0
сми  кипр лишил «золотых паспортов» четырех российских миллиардеров и их родственников сми кипр лишать золотой паспорт четыре российский миллиардер родственник,FAKE,1
переболевшие коронавирусом пациенты пожаловались на облысение переболеть коронавирус пациент пожаловаться облысение,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
президент чехии попросил путина отправить стране запасы пива балтика  президент чехия попросить путин отправлять страна запас пиво балтика,REAL,0
бельгия вышлет королевскую семью в конго в качестве компенсации за многолетнее угнетение  бельгия высылать королевский семья конго качество компенсация многолетний угнетение,REAL,0
российского посла в польше облили красной краской  когда он хотел возложить цветы к мемориалу советских солдат российский посол польша обливать красный краска хотеть возлагать цветок мемориал советский солдат,FAKE,1
тиньков сообщил  что из за его антивоенной позиции кремль вынудил его продать банк за 3  от реальной стоимости тинек сообщать антивоенный позиция кремль вынуждать продавать банк реальный стоимость,FAKE,1
мирная жизнь возвращается  в казахстане прошел первый в этом году языковой патруль  мирный жизнь возвращаться казахстан проходить первый год языковой патруль,REAL,0
в воз заявили об обеспечивающих половину заражений covid 19 трех странах воз заявлять обеспечивать половина заражение covid страна,FAKE,1
генсек нато заявил о разработке планов по размещению на востоке сил  способных противостоять полноценному вторжению генсек нато заявлять разработка план размещение восток сила способный противостоять полноценный вторжение,FAKE,1
в тюмени отменили концерт ддт  музыканты отказались играть в зале с буквой z тюмень отменять концерт ддт музыкант отказываться играть зал буква,FAKE,1
в барселоне нашли паспорта руслана боширова и анатолия чепиги  барселона находить паспорт руслан боширова анатолий чепиг,REAL,0
производитель мармеладных мишек haribo остановит поставки в россию производитель мармеладный мишка haribo останавливать поставка россия,FAKE,1
киссинджер  в сша умышленно создали план по очернению сталина  киссинджер сша умышленно создавать план очернение сталин,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
лукашенко констатировал малочисленность «майданутых» в белоруссии лукашенко констатировать малочисленность майдануть белоруссия,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
«меня достаточно»  джим керри заявил  что сделал перерыв в карьере достаточно »   джим керри заявлять сделать перерыв карьера,FAKE,1
власти острова джерси заморозили активы абрамовича на  7 млрд власть остров джерси замораживать актив абрамович млрд,FAKE,1
Служба безопасности: аккаунт заблокирован,2,2
коммунисты проведут ленинградский международный экономический форум  коммунист проводить ленинградский международный экономический форум,REAL,0
футбольный симулятор fifa 23 станет последней игрой в серии — и будет переименован футбольный симулятор fifa становиться последний игра серия  —  переименовывать,FAKE,1
нпф захотели больше заработать на пенсионерах нпф захотеть зарабатывать пенсионер,FAKE,1
«коммерсант»  владелец holiday inn планирует уйти из россии коммерсант »   владелец holiday inn планировать уходить россия,FAKE,1
российские войска нанесли ракетный удар по одессе  погиб как минимум один человек — мвд украины российский войско наносить ракетный удар одесса погибать минимум человек  —  мвд украина,FAKE,1
Госуслуги Важно!: введите SMS-код по ссылке,2,2
«коммерсант»  андрей костин предложил присоединить к втб еще два государственных банка — «открытие» и рнкб коммерсант »   андрей костин предлагать присоединять втб государственный банк  — « открытие рнкб,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
двое сыновей депутата госдумы получали детское пособие до 40 лет  двое сын депутат госдума получать детский пособие год,REAL,0
100  жителей туркмениcтана поддержали переименование столицы в гурбан гулы  житель туркменистан поддерживать переименование столица гурбан гул,REAL,0
генерал участвовавший в расстреле белого дома в москве присоединился к команде трампа  генерал участвовать расстрел белый дом москва присоединяться команда трамп,REAL,0
елизавета ii примет участие в акции femen в эдинбурге  елизавета принимать участие акция femen эдинбург,REAL,0
readovka сообщила о гибели 13414 российских военных в украине  а потом сказала  что ее взломали readovka сообщать гибель российский военный украина сказать взламывать,FAKE,1
поклонская  буква z символизирует трагедию и горе как для россии  так и для украины поклонский буква символизировать трагедия горе россия украина,FAKE,1
блогерша придумала способ проверять мужчин на верность блогерша придумывать способ проверять мужчина верность,FAKE,1
запрет транзита газа и высылка россиян обратно  верховная рада ввела новые санкции против рф  запрет транзит газ высылка россиянин обратно верховный рад вводить новый санкция против,REAL,0
в бурятии тренера спортивной школы трижды оштрафовали за сорванные буквы z  доказательства по делу предоставило руководство учебного заведения бурятия тренер спортивный школа трижды оштрафовать сорвать буква доказательство дело предоставлять руководство учебный заведение,FAKE,1
посольство франции в россии с 1 апреля начнет выдавать туристические визы посольство франция россия апрель начинать выдавать туристический виза,FAKE,1
украинские журналисты получили специальную награду пулитцеровской премии украинский журналист получать специальный награда пулитцеровский премия,FAKE,1
«я работаю на уровне политиков а не директоров фирм»  президент сингапура дала шокирующее объяснение почему она никогда не встречалась с медведевым  работать уровень политик директор фирма »   президент сингапур давать шокировать объяснение почему встречаться медведев,REAL,0
Поздравляем! Выиграли Tesla Model 3! Введите данные,2,2
"Баланс 5000$, выведешь после депозита 1000$",2,2
portishead выступит впервые за семь лет — на благотворительном концерте в поддержку украины portishead выступать впервые семь год  —  благотворительный концерт поддержка украина,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
лавров про «гитлера еврея»  ракетный удар по одессе  вице президент «газпромбанка» без денег в «газпромбанке»  главное за день лавров гитлер еврей »   ракетный удар одесса вица президент газпромбанк деньги газпромбанк »   главное день,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
Сбербанк СРОЧНО!: подтвердите данные,2,2
десять населённых пунктов в чехии вернули себе чехословацкие названия  десять населенный пункт чехия вернуть чехословацкий название,REAL,0
курьеры перенесли автомобиль и спасли застрявшую под ним велосипедистку курьер перенести автомобиль спасать застревать велосипедистка,FAKE,1
мвд белоруссии возбудило уголовное дело против гитлера за срыв 4 посевных и 5 уборочных  мвд белоруссия возбуждать уголовный дело против гитлер срыв посевная уборочный,REAL,0
ставропольский край войдёт в состав краснодарского  ставропольский край входить состав краснодарский,REAL,0
в петербурге у пяти активистов прошли обыски по делу о «фейках» петербург пять активист проходить обыск дело фейк,FAKE,1
кадыров стал генерал майором росгвардии кадыров становиться генерал майор росгвардия,FAKE,1
"певица manizha получит депутатский мандат за победу на «евровидении»  певица manizha получать депутатский мандат победа евровидение » 
",REAL,0
Поздравляем! Выиграли 5 000$! Введите данные,2,2
россиян обязали удалить аккаунты в twitter  и facebook  до 1 июля  россиянин обязывать удалять аккаунт twitter facebook июль,REAL,0
россия и китай подписали соглашение о совместном использовании ядерной ракетной базы на луне  россия китай подписывать соглашение совместный использование ядерный ракетный база луна,REAL,0
вслед за visa и mastercard из россии уходит блокчейн  вслед visa mastercard россия уходить блокчейн,REAL,0
италия высылает 30 российских дипломатов италия высылать российский дипломат,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
в душанбе забросали яйцами недавно открывшийся памятник горбачеву  душанбе забросать яйцо недавно открываться памятник горбачев,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
"россия введет санкции против алексея навального и «шарите»  россия вводить санкция против алексей навальный шарить » 
",REAL,0
Счёт заблокирован! SMS-код по ссылке,2,2
тасс сообщил о том  что австрия будет платить за российский газ в рублях  канцлер австрии опроверг эту информацию тасс сообщать австрия платить российский газ рубль канцлер австрия опровергать информация,FAKE,1
кремль ответил на угрозу санкций против «северного потока 2» кремль отвечать угроза санкция против северный поток,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
"Баланс 5000$, выведешь после депозита 1000$",2,2
меня узнали и пришлось показывать фокусы с кошками  зюганов рассказал о своём отдыхе в киргизии  узнавать приходиться показывать фокус кошка зюганов рассказывать свой отдых киргизия,REAL,0
британский эсминец «дефендер» пригласят в севастополь для участия в параде в день памяти воинов павших в крымской войне  британский эсминец дефендер приглашать севастополь участие парад день память воин пасть крымский война,REAL,0
штаб квартиру нато в даугавпилсе построили в виде свастики  штаб квартира нато даугавпилс построить вид свастика,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
армения присоединится к санкциям против россии из за отравления скрипалей  армения присоединяться санкция против россия отравление скрипалый,REAL,0
europa press  испания арестовала три яхты и заморозила 12 счетов и фондов  связанных с российскими бизнесменами europa press испания арестовывать яхта замораживать счет фонд связанный российский бизнесмен,FAKE,1
Тинькофф Важно!: введите SMS-код по ссылке,2,2
Счёт заблокирован! SMS-код по ссылке,2,2
у россиянина дома нашли 300 контейнеров черной икры россиянин дома находить контейнер черный икра,FAKE,1
Сбербанк Внимание!: перейдите для разблокировки,2,2
в совфеде оценили закон о многодневном голосовании на выборах совфед оценивать закон многодневный голосование выборы,FAKE,1
в украине арестовали имущество кума путина медведчука и его жены  26 автомобилей  30 участков  23 дома  32 квартиры  17 паркомест и яхту украина арестовывать имущество кума путин медведчук жена автомобиль участок дом квартира паркомест яхта,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
"слитая переписка  после покупки twitter илон маск первым делом забанит «надоедливых русских спрашивающих как ему такое»  сливать переписка покупка twitter илона маск первый дело забанить надоедливый русский спрашивать » 
",REAL,0
шарапова рассказала о последствиях дисквалификации шарапов рассказывать последствие дисквалификация,FAKE,1
обнаружены эффективные антитела против коронавируса обнаруживать эффективный антитело против коронавирус,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
российские воспитатели решили наказать мальчиков и насильно надели на них платья российский воспитатель решать наказывать мальчик насильно надевать платье,FAKE,1
банки рф не вернулись к активной валютной торговле из за дефицита наличных  купить доллары или евро можно по высокому курсу или vip клиентам банк вернуться активный валютный торговля дефицит наличный купить доллар евро высокий курс vip клиент,FAKE,1
оон  война в украине создает угрозу голода и нищеты для пятой части населения земли оон война украина создавать угроза голод нищета пятый часть население земля,FAKE,1
в днр заявили о прорыве на переговорах по донбассу днр заявлять прорыв переговоры донбасс,FAKE,1
высокий риск смерти гоген солнцев госпитализирован с тяжелой травмой головы высокий риск смерть гоген солнцев госпитализировать тяжелый травма голова,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
в жилом доме в подмосковном ступино взорвался газ  погибли шесть человек  включая троих детей жилой дом подмосковный ступино взрываться газ погибать шесть человек включая трое ребенок,FAKE,1
на рублево архангельской линии метро завершилась проходка тоннеля до станции звенигородская рублево архангельский линия метро завершаться проходка тоннель станция звенигородский,REAL,0
"Ваш баланс 10 000₽, вывести после депозита 1000₽",2,2
словения изменит свой флаг из за схожести с российским  словения изменять свой флаг схожесть российский,REAL,0
опубликовано видео с телами погибших возле комбината имени ильича в мариуполе  о взятии под контроль этой территории накануне объявило минобороны рф опубликовывать видео тело погибать возле комбинат имя ильич мариуполь взятие контроль территория накануне объявлять минобороны,FAKE,1
максима галкина забросали гнилыми помидорами на концерте в израиле  максим галкин забросать гнилой помидор концерт израиль,REAL,0
в казахстане арестовали нурсултана назарбаева  казахстан арестовывать нурсултан назарбаев,REAL,0
Служба безопасности: нарушение правил,2,2
Поздравляем! Выиграли Tesla Model 3! Получите по ссылке,2,2
по статье о «дискредитации российских вооруженных сил» заведено 1000 административных дел — «овд инфо» статья дискредитация российский вооруженный сила заводить административный дело  — « овд инфо,FAKE,1
"в белоруссии запретили слово «навальный»  белоруссия запрещать слово навальный » 
",REAL,0
Счёт заблокирован! SMS-код по ссылке,2,2
huawei удалила из appgallery приложения российских банков  попавших под санкции huawei удалять appgallery приложение российский банк попадать санкция,FAKE,1
акции оао «российская федерация» выросли после назначения мишустина премьер министром  акция оао российский федерация вырастать назначение мишустин премьер министр,REAL,0
по итогам торгов на мосбирже доллар и евро подорожали  это произошло после смягчения банком россии мер валютного контроля итог торги мосбиржа доллар евро подорожать это происходить смягчение банк россия мера валютный контроль,FAKE,1
медведь заменит слона на эмблеме республиканской партии сша  медведь заменять слон эмблема республиканский партия сша,REAL,0
на фоне сообщений о победе «единой россии» на выборах в госдуму немецкий индекс dax упал до рекордно низкого уровня  фон сообщение победа единый россия выборы госдума немецкий индекс dax упасть рекордно низкий уровень,REAL,0
мертвая для певицы валерии выбрали хрустальный гроб мертвый певица валерия выбирать хрустальный гроб,REAL,0
Служба безопасности: подозрительная активность,2,2
королева елизавета ii посвятила анатолия чубайса в рыцари  королева елизавета посвящать анатолий чубайс рыцарь,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
карин жан пьер станет новым пресс секретарем белого дома  джен псаки покинет должность 13 мая карин жан пьер становиться новый пресс секретарь белый дом джена псаки покидать должность май,FAKE,1
"Ваш баланс 10 000₽, вывести после комиссии 500$",2,2
Госуслуги Важно!: перейдите для разблокировки,2,2
bloomberg  в новый пакет санкций ес может войти запрет на покупку российской нефти bloomberg новый пакет санкция мочь входить запрет покупка российский нефть,FAKE,1
в санкт петербурге появился кокос беглова  санкт петербург появляться кокос беглов,REAL,0
болеет очень сильно фото кривого лица заворотнюк после процедур слили в сеть болеть очень сильно фото кривой лицо заворотнюк процедура сливать сеть,REAL,0
в пресненский суд москвы поступило дело актера ефремова пресненский суд москва поступать дело актер ефремов,FAKE,1
участник переговоров с басаевым оценил решение зеленского после захвата автобуса участник переговоры басаев оценивать решение зеленский захват автобус,FAKE,1
gulagu net  в тюрьме димитровграда пытают заключенных мусульман  в знак протеста они вскрыли себе вены и объявили голодовку gulagu net тюрьма димитровград пытать заключенный мусульманин знак протест вскрывать вена объявлять голодовка,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
константин боровой подписал капитуляцию и акт о репарациях от имени россии  константин боровой подписывать капитуляция акт репарация имя россия,REAL,0
ученые обнаружили новый штамм плотоядных бактерий в косметической продукции иностранных компаний  ученый обнаруживать новый штамм плотоядный бактерия косметический продукция иностранный компания,REAL,0
илон маск получит двухмиллиардную премию от tesla илона маск получать двухмиллиардный премия tesla,FAKE,1
близкие художницы саши скочиленко  арестованной за антивоенную акцию  сообщают о ее травле сокамерницами в сизо близкий художница саша скочиленко арестовывать антивоенный акция сообщать травля сокамерница сизо,FAKE,1
«мы бы разнесли их страну в щепки»  президент латвии раскритиковал слабый ответ сша на атаки ирана  разнести страна щепка »   президент латвия раскритиковывать слабый ответ сша атака иран,REAL,0
Счёт заблокирован! SMS-код по ссылке,2,2
максим марцинкевич вошёл в состав белорусского координационного совета по передаче власти  максим марцинкевич входить состав белорусский координационный совет передача власть,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
the times  россия стягивает на донбасс силы  по численности в пять раз превышающие украинские the times россия стягивать донбасс сила численность пять превышать украинский,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
ик 2 во владимирской области внесена в список организаций иноагентов  владимирский область вносить список организация иноагент,REAL,0
в москве из за проблем со здоровьем суд освободил из тюрьмы физика ковалева  осужденного на семь лет по делу о госизмене москва проблема здоровье суд освобождать тюрьма физик ковалев осуждать семь год дело госизмена,FAKE,1
Служба безопасности: нарушение правил,2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
рпц перенесла архиерейский собор из за «международной обстановки»  осенью его перенесли из за пандемии рпц перенести архиерейский собор международный обстановка »   осень перенести пандемия,FAKE,1
италия вернула украине армян эвакуировавшихся под видом сотрудников посольства  италия вернуть украина армянин эвакуироваться вид сотрудник посольство,REAL,0
"риа новости  ведущие европейские политики требуют принять «белорусских» беженцев и выгнать из европы «сирийских»  риа новость ведущий европейский политик требовать принимать белорусский беженец выгонять европа сирийский » 
",REAL,0
канада ввела санкции против 14 россиян  среди которых набиуллина  ролдугин и дочери путина канада вводить санкция против россиянин среди который набиуллин ролдугин дочь путин,FAKE,1
россия использует украинских детей для получения информации о позициях всу  выявлено уже восемь таких случаев — генпрокурор украины россия использовать украинский ребенок получение информация позиция всу выявлять восемь случай  —  генпрокурор украина,FAKE,1
женитьбу имама и 13 летней россиянки объяснили фразой «возник вопрос любви» женитьба имам летний россиянка объяснять фраза возникать вопрос любовь,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
госдеп ввёл санкции против россиян посмотревших пиратскую версию фильма о навальном  госдеп вводить санкция против россиянин посмотреть пиратский версия фильм навальный,REAL,0
